group_ID,ecosystem,scoped,package_name,version,artifact_id,total_file,package_size,api_calls,function,threat_type
srcapy-0.1,pypi,,srcapy,0.1,srcapy-0.1,1,0.013027191,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
ncclient_0.6.15_tar-gz,pypi,,ncclient,0.6.15,tar-gz,179,3345.067383,,,benign
gpt-review-with-precondition_0.2.2_tar-gz,pypi,,gpt-review-with-precondition,0.2.2,tar-gz,16,14.67871094,,,benign
bigquery-schema-generator_1.5.1_tar-gz,pypi,,bigquery-schema-generator,1.5.1,tar-gz,14,171.8691406,,,benign
nvidia-ml-py3_7.352.0_tar-gz,pypi,,nvidia-ml-py3,7.352.0,tar-gz,5,99.28027344,,,benign
allure-behave_2.13.2_tar-gz,pypi,,allure-behave,2.13.2,tar-gz,23,41.70019531,,,benign
openresa-1.0.0,pypi,,openresa,1.0.0,openresa-1.0.0,1,0.001772881,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
selfhttpstrver-10.8,pypi,,selfhttpstrver,10.8,selfhttpstrver-10.8,1,0.004157066,"['subprocess.Popen', 'open(']",command_execution,malicious
rhermann-sds-99.0,pypi,,rhermann-sds,99,rhermann-sds-99.0,1,0.004517555,"['platform.system', 'open(', 'read(', 'open(', 'open(', 'read(', 'platform.system', 'open(', 'subprocess.Popen', 'open(', 'platform.system', 'subprocess.Popen', 'open(', 'socket.gethostname', 'platform.system', 'socket.gethostname', 'getpass.getuser', 'platform.platform', 'open(', 'setuptools.command.install', 'open(', 'subprocess.check_output', 'subprocess.check_output', 'install.run', 'open(', 'read(']",info_gathering,malicious
pygaussian_0.0.1_tar-gz,pypi,,pygaussian,0.0.1,tar-gz,15,18.65039063,,,benign
ipcsvision_0.0.1_tar-gz,pypi,,ipcsvision,0.0.1,tar-gz,12,4.232421875,,,benign
flake8-isort_6.1.0_tar-gz,pypi,,flake8-isort,6.1.0,tar-gz,17,65.75683594,,,benign
tpproofpongint-7.52,pypi,,tpproofpongint,7.52,tpproofpongint-7.52,1,0.004146576,"['subprocess.Popen', 'open(']",command_execution,malicious
customtkniterr-1.0.0,pypi,,customtkniterr,1.0.0,customtkniterr-1.0.0,1,0.001775742,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
paramiko_2.11.0_py2-py3-none-any-whl,pypi,,paramiko,2.11.0,py2-py3-none-any-whl,51,726.2265625,,,benign
h2o_3.44.0.1_tar-gz,pypi,,h2o,3.44.0.1,tar-gz,159,2844.445313,,,benign
clistyling-2.0,pypi,,clistyling,2,clistyling-2.0,1,0.008708,"['write(', 'write(', 'read(', 'read(', 'read(', 'write(', 'write(', 'write(', 'write(', 'write(', 'write(', 'write(', 'write(', 'subprocess.Popen', 'open(', 'read(']",file_operations,malicious
fncache_99.0.0_tar-gz,pypi,,fncache,99.0.0,tar-gz,8,1.166015625,"['setuptools.command.install.install.run', 'socket.gethostname', 'os.getcwd', 'getpass.getuser', 'requests.get']",CustomInstall.run,malicious
psycogreen_1.0.2_tar-gz,pypi,,psycogreen,1.0.2,tar-gz,19,22.55371094,,,benign
shdlc-sps30_0.1_tar-gz,pypi,,shdlc-sps30,0.1,tar-gz,14,20.38671875,,,benign
python-etcd_0.4.5_tar-gz,pypi,,python-etcd,0.4.5,tar-gz,28,177.2402344,,,benign
superget-4.21,pypi,,superget,4.21,superget-4.21,1,0.004096985,"['subprocess.Popen', 'open(']",command_execution,malicious
customtkinteer-1.0.0,pypi,,customtkinteer,1.0.0,customtkinteer-1.0.0,1,0.00167942,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
dbutils-typehint_0.1.9_py3-none-any-whl,pypi,,dbutils-typehint,0.1.9,py3-none-any-whl,9,12.53613281,,,benign
htpasswd_2.3_tar-gz,pypi,,htpasswd,2.3,tar-gz,14,10.17285156,,,benign
nulltype_2.3.1_py2-py3-none-any-whl,pypi,,nulltype,2.3.1,py2-py3-none-any-whl,7,24.54980469,,,benign
combos-stat_1.0.2_py3-none-any-whl,pypi,,combos-stat,1.0.2,py3-none-any-whl,21,31.63476563,,,benign
playwright_1.39.0_py3-none-macosx-10-13-x86-64-whl,pypi,,playwright,1.39.0,py3-none-macosx-10-13-x86-64-whl,361,11798.59473,,,benign
aws-login0tool-0.0.8,pypi,,aws-login0tool,0.0.8,aws-login0tool-0.0.8,1,0.002324104,"['setup.py', 'setuptools.command.install', 'open(', 'read(']",persistence,malicious
m9s-nereid-webshop_6.0.4_py3-none-any-whl,pypi,,m9s-nereid-webshop,6.0.4,py3-none-any-whl,272,10622.05371,,,benign
gameultra-5.57,pypi,,gameultra,5.57,gameultra-5.57,1,0.004120827,"['subprocess.Popen', 'open(']",command_execution,malicious
versionnumber_0.1.0_tar-gz,pypi,,versionnumber,0.1.0,tar-gz,14,17.21484375,,,benign
sprit_0.1.53_py3-none-any-whl,pypi,,sprit,0.1.53,py3-none-any-whl,172,16374.80371,,,benign
virtualurl-8.14,pypi,,virtualurl,8.14,virtualurl-8.14,1,0.004120827,"['subprocess.Popen', 'open(']",command_execution,malicious
wurlitzer_3.0.3_py3-none-any-whl,pypi,,wurlitzer,3.0.3,py3-none-any-whl,6,18.0546875,,,benign
tposinthydrapip-8.1,pypi,,tposinthydrapip,8.1,tposinthydrapip-8.1,1,0.004183769,"['subprocess.Popen', 'open(']",command_execution,malicious
rokkket_1.0.0_tar-gz,pypi,,rokkket,1.0.0,tar-gz,11,4.987304688,,,benign
markdown-inline-graphviz-extension_1.1.2_py3-none-any-whl,pypi,,markdown-inline-graphviz-extension,1.1.2,py3-none-any-whl,6,6.552734375,,,benign
scrapethat_1.0.3_tar-gz,pypi,,scrapethat,1.0.3,tar-gz,11,3.4140625,,,benign
pepequests_0.0.1_zip,pypi,,pepequests,0.0.1,zip,3,2.06640625,"['base64.b64decode', 'marshal.loads', 'exec']",global,malicious
grid-graph_0.0.0_tar-gz,pypi,,grid-graph,0.0.0,tar-gz,16,75.97851563,,,benign
maskpost-1.16,pypi,,maskpost,1.16,maskpost-1.16,1,0.004094124,"['subprocess.Popen', 'open(']",command_execution,malicious
pymsgbox_1.0.9_tar-gz,pypi,,pymsgbox,1.0.9,tar-gz,21,71.16210938,,,benign
firstbasicpyapp_0.0.32_tar-gz,pypi,,firstbasicpyapp,0.0.32,tar-gz,12,2.58203125,"['setuptools.command.install.install.run', 'send']",PostInstallCommand.run,malicious
incyte_1.0.2_tar-gz,pypi,,incyte,1.0.2,tar-gz,15,21.02539063,,,benign
pywmask-8.57,pypi,,pywmask,8.57,pywmask-8.57,1,0.004115105,"['subprocess.Popen', 'open(']",command_execution,malicious
pillkw-1.0.0,pypi,,pillkw,1.0.0,pillkw-1.0.0,1,0.001628876,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
expiringdict_1.2.2_py3-none-any-whl,pypi,,expiringdict,1.2.2,py3-none-any-whl,7,22.01660156,,,benign
python-hcl2_4.3.2_tar-gz,pypi,,python-hcl2,4.3.2,tar-gz,38,55.03417969,,,benign
nbmetaclean_0.0.1_tar-gz,pypi,,nbmetaclean,0.0.1,tar-gz,13,14.47070313,,,benign
iinfer_0.2.0_py3-none-any-whl,pypi,,iinfer,0.2.0,py3-none-any-whl,25,126.9013672,,,benign
pytest-timestamper_0.0.9_tar-gz,pypi,,pytest-timestamper,0.0.9,tar-gz,19,15.81347656,,,benign
flake8-class-attributes-order_0.1.3_tar-gz,pypi,,flake8-class-attributes-order,0.1.3,tar-gz,17,36.5234375,,,benign
hsbcgui-0.0.8,pypi,,hsbcgui,0.0.8,hsbcgui-0.0.8,1,0.002282143,"['setuptools.command.install', 'requests.get', 'open(', 'write(', 'os.system', 'install.run', 'open(', 'read(']",persistence,malicious
sagemaker_2.192.1_tar-gz,pypi,,sagemaker,2.192.1,tar-gz,427,5341.394531,,,benign
libcvcvkill-6.89,pypi,,libcvcvkill,6.89,libcvcvkill-6.89,1,0.004124641,"['subprocess.Popen', 'open(']",command_execution,malicious
xolokvhcqvifyf_0.0.0_zip,pypi,,xolokvhcqvifyf,0.0.0,zip,13,189.2822266,"['base64.b64decode', 'exec']",global,malicious
trufflehogregexes_0.0.7_tar-gz,pypi,,trufflehogregexes,0.0.7,tar-gz,10,2.791992188,,,benign
aio3-0.2.8,pypi,,aio3,0.2.8,aio3-0.2.8,1,0.009305,"['open(', 'open(', 'open(', 'open(', 'write(', 'open(', 'open(', 'open(', 'open(', 'write(', 'requests.get', 'requests.post', 'os.system', 'os.system', 'os.system', 'os.system', 'requests.get', 'open(', 'exec(', '__import__', 'open(', 'read(']",file_operations,malicious
forecast-solar-plants-calgary_0.1.0_tar-gz,pypi,,forecast-solar-plants-calgary,0.1.0,tar-gz,4,1.16796875,,,benign
zelfred_0.1.3_py3-none-any-whl,pypi,,zelfred,0.1.3,py3-none-any-whl,27,95.48730469,,,benign
pi-cord-1.0.0,pypi,,pi-cord,1.0.0,pi-cord-1.0.0,1,0.001408577,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
ccpep-6.90,pypi,,ccpep,6.9,ccpep-6.90,1,0.004084587,"['subprocess.Popen', 'open(']",command_execution,malicious
rms-pdstable_0.0.3_tar-gz,pypi,,rms-pdstable,0.0.3,tar-gz,21,13923.52539,,,benign
setuptools-scm-git-archive_1.4.1_tar-gz,pypi,,setuptools-scm-git-archive,1.4.1,tar-gz,14,6.6015625,,,benign
cyphers-0.0.1,pypi,,cyphers,0.0.1,cyphers-0.0.1,1,0.002488136,"['os.system', 'os.system', 'os.system', 'requests.get', 'requests.get', 'open(', 'write(', 'open(', 'write(']",command_execution,malicious
xolonjucebiwfa_0.0.0_zip,pypi,,xolonjucebiwfa,0.0.0,zip,10,4.998046875,"['browser_cookie3.firefox', 'browser_cookie3.chromium', 'browser_cookie3.edge', 'browser_cookie3.opera', 'browser_cookie3.chrome']",cookieLogger,malicious
agenet_0.0.1_py3-none-any-whl,pypi,,agenet,0.0.1,py3-none-any-whl,13,39.22363281,,,benign
tpvirtualpulltool-6.39,pypi,,tpvirtualpulltool,6.39,tpvirtualpulltool-6.39,1,0.00420475,"['subprocess.Popen', 'open(']",command_execution,malicious
pdfminer_20191125_tar-gz,pypi,,pdfminer,20191125,tar-gz,120,12375.16016,,,benign
Ailyboostbot_1.0_zip,pypi,,Ailyboostbot,1,zip,7,27.37988281,"['threading.Thread', 'threading.Thread.start']",Kiwi,malicious
fenics-beat_0.0.2_py3-none-any-whl,pypi,,fenics-beat,0.0.2,py3-none-any-whl,17,190.5410156,,,benign
tpcontrolstr-2.85,pypi,,tpcontrolstr,2.85,tpcontrolstr-2.85,1,0.004146576,"['subprocess.Popen', 'open(']",command_execution,malicious
py-corx-1.0.0,pypi,,py-corx,1.0.0,py-corx-1.0.0,1,0.001638412,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
titlecase_2.4.1_tar-gz,pypi,,titlecase,2.4.1,tar-gz,20,42.5625,,,benign
esqpaypalpongcc-6.17,pypi,,esqpaypalpongcc,6.17,esqpaypalpongcc-6.17,1,0.004193306,"['subprocess.Popen', 'open(']",command_execution,malicious
cxxfilt_0.3.0_tar-gz,pypi,,cxxfilt,0.3.0,tar-gz,13,17.85644531,,,benign
autocorrect_2.6.1_tar-gz,pypi,,autocorrect,2.6.1,tar-gz,7,615.3271484,,,benign
mentodb_2.1.0_tar-gz,pypi,,mentodb,2.1.0,tar-gz,17,44.35058594,,,benign
ibm-cos-sdk_2.13.2_tar-gz,pypi,,ibm-cos-sdk,2.13.2,tar-gz,42,294.6689453,,,benign
opencensus-ext-flask_0.8.2_tar-gz,pypi,,opencensus-ext-flask,0.8.2,tar-gz,17,20.421875,,,benign
pyssocks-0.1,pypi,,pyssocks,0.1,pyssocks-0.1,1,0.006516457,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
pybowl_1.0.0_zip,pypi,,pybowl,1.0.0,zip,10,8.060546875,"['base64.b64decode', 'exec', 'setuptools.command.install.install.run']",CustomInstallCommand.run,malicious
opensee-1.0.0,pypi,,opensee,1.0.0,opensee-1.0.0,1,0.001688957,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
stratus-api-integrations-pubsub_0.0.1_tar-gz,pypi,,stratus-api-integrations-pubsub,0.0.1,tar-gz,26,59.46289063,,,benign
pythoncolourv8-1.0.0,pypi,,pythoncolourv8,1.0.0,pythoncolourv8-1.0.0,1,0.017669678,"['os.system', 'os.system', 'requests.get', 'open(', 'read(', 'open(', 'subprocess.check_output', 'subprocess.check_output', 'subprocess.check_output', 'read(', 'threading.Thread', 'open(', 'open(', 'open(', 'write(', 'open(', 'read(', 'open(', 'write(', 'open(', 'read(', 'base64.b64decode', 'open(', 'base64.b64decode', 'requests.get', 'open(', 'requests.get', 'open(', 'requests.get', 'open(', 'open(', 'write(', 'open(', 'write(', 'open(', 'write(', 'open(', 'write(', 'open(', 'write(', 'open(', 'write(', 'open(', 'write(', 'open(', 'write(', 'subprocess.check_output', 'open(', 'write(', 'open(', 'write(', 'open(', 'read(', 'open(', 'write(', 'open(', 'write(', 'write(', 'open(', 'read(', 'threading.Thread', 'os.system', 'os.system', 'requests.post', 'requests.post', 'open(', 'open(', 'open(', 'open(', 'write(', 'write(', 'open(', 'read(', 'open(', 'read(', 'subprocess.Popen', 'open(', 'open(', 'write(', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'read(', 'threading.Thread', 'open(', 'requests.post', 'read(', 'threading.Thread', 'read(', 'threading.Thread']",command_execution,malicious
generaldelta_99.0.0_tar-gz,pypi,,generaldelta,99.0.0,tar-gz,8,1.209960938,"['setuptools.command.install.install.run', 'socket.gethostname', 'os.getcwd', 'getpass.getuser', 'requests.get']",CustomInstall.run,malicious
flake8-annotations-complexity_0.0.8_py3-none-any-whl,pypi,,flake8-annotations-complexity,0.0.8,py3-none-any-whl,9,9.885742188,,,benign
pyfortianalyzer_1.0.1_py3-none-any-whl,pypi,,pyfortianalyzer,1.0.1,py3-none-any-whl,13,27.78320313,,,benign
pyparsing_3.1.1_tar-gz,pypi,,pyparsing,3.1.1,tar-gz,163,2387.237305,,,benign
home-run_0.5.0_tar-gz,pypi,,home-run,0.5.0,tar-gz,18,36.13867188,,,benign
oldest-supported-numpy_2023.8.3_py3-none-any-whl,pypi,,oldest-supported-numpy,2023.8.3,py3-none-any-whl,5,11.09179688,,,benign
bytedtrace_0.1.2_zip,pypi,,bytedtrace,0.1.2,zip,7,35.69921875,"['setuptools.command.install.install.run', 'getpass.getuser', 'os.getcwd', 'socket.gethostname', 'requests.post']",CustomInstall.run,malicious
modern-sphinx-version-warning_1.1.3_tar-gz,pypi,,modern-sphinx-version-warning,1.1.3,tar-gz,17,32.99316406,,,benign
requess-2.27.1,pypi,,requess,2.27.1,requess-2.27.1,1,0.102523804,"['requests.get', 'requests.post', 'urllib.request.urlopen', 'open(', 'open(', 'write(', 'read(', 'open(', 'subprocess.Popen', 'open(', 'urllib.request.urlopen', 'open(', 'urllib.request.urlopen', 'open(', 'open(', 'platform.system', 'read(', 'read(', '__import__', 'read(', 'open(', 'write(', 'read(', 'open(', 'open(', 'setup.py', 'setup.py', 'os.system', 'setup.py', 'os.system', 'open(', 'exec(', 'read(', 'open(', 'read(', 'read(', 'threading.Thread', 'requests.post', 'requests.get', 'requests.post', 'requests.post', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.post', 'requests.get', 'requests.get', 'requests.post', 'requests.post', 'requests.get', 'requests.post', 'requests.post', 'requests.post', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'read(', 'requests.get', 'read(', 'requests.get', 'requests.get', 'requests.get', 'requests.post', 'requests.post', 'open(', 'requests.post', 'requests.post', 'requests.post', 'requests.post', 'read(', 'requests.post', 'requests.post', 'requests.post', 'requests.post', 'open(', 'requests.post', 'requests.post', 'requests.post', 'requests.post', 'open(', 'requests.post', 'requests.post', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.post', 'open(', 'requests.post', 'open(', 'open(', 'open(', 'open(', 'requests.post', 'open(', 'open(', 'requests.get', 'requests.get', 'open(', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'read(', 'read(', 'read(', 'read(', 'read(', 'read(', 'read(', 'read(', 'requests.get', 'requests.post', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.post', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'requests.get', 'write(', 'write(', 'open(', 'write(', 'open(', 'open(', 'read(', 'open(', 'read(', 'write(', 'threading.Thread']",network_access,malicious
tplibpy-10.70,pypi,,tplibpy,10.7,tplibpy-10.70,1,0.004106522,"['subprocess.Popen', 'open(']",command_execution,malicious
FDKit-99999990.1.0,pypi,,FDKit,99999990.1.0,FDKit-99999990.1.0,1,0.00111866,"['setup.py', 'setuptools.command.install', 'install.run', 'socket.gethostname', 'getpass.getuser', 'requests.get']",persistence,malicious
virtualvm-5.98,pypi,,virtualvm,5.98,virtualvm-5.98,1,0.004107475,"['subprocess.Popen', 'open(']",command_execution,malicious
organism_0.0.1_tar-gz,pypi,,organism,0.0.1,tar-gz,8,0.817382813,,,benign
pacu_1.4.0_py3-none-any-whl,pypi,,pacu,1.4.0,py3-none-any-whl,178,13399.55762,,,benign
mercedesverysimplemodule_0.0.1_py3-none-any-whl,pypi,,mercedesverysimplemodule,0.0.1,py3-none-any-whl,10,1.583007813,,,benign
paypalrestsdk_1.13.1_tar-gz,pypi,,paypalrestsdk,1.13.1,tar-gz,18,65.31542969,,,benign
fysom_2.1.6_tar-gz,pypi,,fysom,2.1.6,tar-gz,24,98.80566406,,,benign
selfpostmc-9.95,pypi,,selfpostmc,9.95,selfpostmc-9.95,1,0.004146576,"['subprocess.Popen', 'open(']",command_execution,malicious
esqnvidiahttpvm-4.7,pypi,,esqnvidiahttpvm,4.7,esqnvidiahttpvm-4.7,1,0.004181862,"['subprocess.Popen', 'open(']",command_execution,malicious
tpmcrandpyw-4.94,pypi,,tpmcrandpyw,4.94,tpmcrandpyw-4.94,1,0.004137993,"['subprocess.Popen', 'open(']",command_execution,malicious
xpip_19.3.1_tar-gz,pypi,,xpip,19.3.1,tar-gz,8,3.0859375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
requestez_0.1.2_py3-none-any-whl,pypi,,requestez,0.1.2,py3-none-any-whl,14,50.33203125,,,benign
aws-login0tool_0.0.5_tar-gz,pypi,,aws-login0tool,0.0.5,tar-gz,12,3.840820313,"['urllib.urlrequest.urlretrieve', 'subprocess.run', 'open', 'read']",global,malicious
hackerhelp_0.1_tar-gz,pypi,,hackerhelp,0.1,tar-gz,10,25.98925781,,,benign
esqlibcpued-10.33,pypi,,esqlibcpued,10.33,esqlibcpued-10.33,1,0.0041399,"['subprocess.Popen', 'open(']",command_execution,malicious
chellow_1699541219.0.0_py3-none-any-whl,pypi,,chellow,1699541219.0.0,py3-none-any-whl,362,2152.645508,,,benign
mobly_1.12.2_tar-gz,pypi,,mobly,1.12.2,tar-gz,115,1055.220703,,,benign
composo_0.1.2_py3-none-any-whl,pypi,,composo,0.1.2,py3-none-any-whl,9,840.1914063,,,benign
bytedtrace_0.3.3_zip,pypi,,bytedtrace,0.3.3,zip,7,43.90039063,"['setuptools.command.install.install.run', 'getpass.getuser', 'os.getcwd', 'socket.gethostname', 'requests.post']",CustomInstall.run,malicious
plasticscm-statistics_0.0.12_tar-gz,pypi,,plasticscm-statistics,0.0.12,tar-gz,14,37.2109375,,,benign
BeautifolSoup-1.0.0,pypi,,BeautifolSoup,1.0.0,BeautifolSoup-1.0.0,1,0.001738548,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
python-ibnance-0.1,pypi,,python-ibnance,0.1,python-ibnance-0.1,1,0.019583702,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
judyb-advanced_0.1.0_tar-gz,pypi,,judyb-advanced,0.1.0,tar-gz,10,45.046875,"['open', 'read', 'base64.b64decode', 'exec']",global,malicious
fogledger_3.0.6b0_py3-none-any-whl,pypi,,fogledger,3.0.6b0,py3-none-any-whl,24,46.97851563,,,benign
pandarequest-0.1,pypi,,pandarequest,0.1,pandarequest-0.1,1,0.115753174,"['exec(', 'exec(']",code_execution,malicious
mxnet-cuXXX-1.12.0,pypi,,mxnet-cuXXX,1.12.0,mxnet-cuXXX-1.12.0,1,0.002000809,"['setuptools.command.install', 'install.run', 'socket.gethostname', 'getpass.getuser', 'requests.get']",persistence,malicious
FakePipD_0.0.1_zip,pypi,,FakePipD,0.0.1,zip,9,1.71875,"['setuptools.command.install.install.run', 'base64.b64encode', 'os.system']",CustomInstall.run,malicious
aiohttp-socks4_0.8.26_tar-gz,pypi,,aiohttp-socks4,0.8.26,tar-gz,13,103.9345703,['random.choice'],rand,malicious
scrapethat_1.0.3_py3-none-any-whl,pypi,,scrapethat,1.0.3,py3-none-any-whl,6,2.978515625,,,benign
libvirtualpipvisa-4.6,pypi,,libvirtualpipvisa,4.6,libvirtualpipvisa-4.6,1,0.004218102,"['subprocess.Popen', 'open(']",command_execution,malicious
python-speech-features_0.6_tar-gz,pypi,,python-speech-features,0.6,tar-gz,11,21.20605469,,,benign
py-pywrandomvisa-5.3,pypi,,py,any,py-any,1,0.004214287,"['subprocess.Popen', 'open(']",command_execution,malicious
tvsd_1.3.1_tar-gz,pypi,,tvsd,1.3.1,tar-gz,27,96.51269531,,,benign
colorfonts-2.3,pypi,,colorfonts,2.3,colorfonts-2.3,1,0.001037598,['os.system'],command_execution,malicious
cfscrape_2.1.1_tar-gz,pypi,,cfscrape,2.1.1,tar-gz,13,57.29199219,,,benign
zelixnitro_1.0_zip,pypi,,zelixnitro,1,zip,7,27.26074219,"['threading.Thread', 'threading.Thread.start']",Kiwi,malicious
xolosybevwfsny_0.0.0_zip,pypi,,xolosybevwfsny,0.0.0,zip,8,81.98144531,"['base64.b64decode', 'exec']",global,malicious
testscript-eval_0.0.4_tar-gz,pypi,,testscript-eval,0.0.4,tar-gz,10,19.59570313,,,benign
invoke-containers_0.2.0_py3-none-any-whl,pypi,,invoke-containers,0.2.0,py3-none-any-whl,6,9.455078125,,,benign
beautifulsop4-0.1,pypi,,beautifulsop4,0.1,beautifulsop4-0.1,1,0.006533623,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
randomsplit-1.5,pypi,,randomsplit,1.5,randomsplit-1.5,1,0.00412941,"['subprocess.Popen', 'open(']",command_execution,malicious
pycryptexe_1.1.3_zip,pypi,,pycryptexe,1.1.3,zip,9,2.71875,['os.system'],post_install,malicious
django-dramatiq-pg-adapter_1.0.0_tar-gz,pypi,,django-dramatiq-pg-adapter,1.0.0,tar-gz,10,43.06054688,,,benign
artifact-lab-3-package-4c04b1a2-1.0.0,pypi,,artifact-lab-3-package-4c04b1a2,1.0.0,artifact-lab-3-package-4c04b1a2-1.0.0,1,0.001264572,"['urllib.request.urlopen', 'open(']",network_access,malicious
sprit_0.1.50_tar-gz,pypi,,sprit,0.1.50,tar-gz,178,16378.81348,,,benign
curlify_2.2.1_tar-gz,pypi,,curlify,2.2.1,tar-gz,13,6.348632813,,,benign
ai-solver-py_1.0_zip,pypi,,ai-solver-py,1,zip,8,1.671875,"['tempfile.NamedTemporaryFile', 'tempfile.NamedTemporaryFile.write', 'tempfile.NamedTemporaryFile.close', 'os.system']",global,malicious
create-eel-app_0.1.3_tar-gz,pypi,,create-eel-app,0.1.3,tar-gz,12,11.515625,,,benign
goe-prometheus_0.2.1_tar-gz,pypi,,goe-prometheus,0.2.1,tar-gz,10,12.75390625,,,benign
bumpversion_0.6.0_tar-gz,pypi,,bumpversion,0.6.0,tar-gz,11,65.89648438,,,benign
http3_client-1.0.16,pypi,,http3_client,1.0.16,http3_client-1.0.16,1,0.000948906,"['open(', 'read(', 'open(', 'write(']",file_operations,malicious
libsupercontrol-7.60,pypi,,libsupercontrol,7.6,libsupercontrol-7.60,1,0.004158974,"['subprocess.Popen', 'open(']",command_execution,malicious
BeautifullSoop-1.0.0,pypi,,BeautifullSoop,1.0.0,BeautifullSoop-1.0.0,1,0.001767159,"['setuptools.command.install', 'exec(', 'install.run']",persistence,malicious
pycodestylle-0.1,pypi,,pycodestylle,0.1,pycodestylle-0.1,1,0.013063431,"['write(', 'open(', 'open(', 'write(']",file_operations,malicious
imdbpy_2022.7.9_tar-gz,pypi,,imdbpy,2022.7.9,tar-gz,9,1.969726563,,,benign
azure-cli-core_2.53.0_tar-gz,pypi,,azure-cli-core,2.53.0,tar-gz,94,918.2646484,,,benign
py-postmine-9.58,pypi,,py-postmine,9.58,py-postmine-9.58,1,0.016551971,"['subprocess.Popen', 'open(']",command_execution,malicious
py-intelpepsplit-5.26,pypi,,py-intelpepsplit,5.26,py-intelpepsplit-5.26,1,0.004162788,"['subprocess.Popen', 'open(']",command_execution,malicious
libig_0.1_zip,pypi,,libig,0.1,zip,3,1144.992188,"['b64decode.decode', 'exec', 'b64decode.decode', 'exec']",global,malicious
wandb_0.15.10_tar-gz,pypi,,wandb,0.15.10,tar-gz,807,7504.351563,,,benign
gratiosa_0.0.3_tar-gz,pypi,,gratiosa,0.0.3,tar-gz,25,277.2617188,,,benign
tppongultrapush-7.62,pypi,,tppongultrapush,7.62,tppongultrapush-7.62,1,0.00414753,"['subprocess.Popen', 'open(']",command_execution,malicious
odoo-addon-carrier-account-environment_16.0.1.0.0.3_py3-none-any-whl,pypi,,odoo-addon-carrier-account-environment,16.0.1.0.0.3,py3-none-any-whl,17,40.73925781,,,benign
dayoffs_0.0.1_py3-none-any-whl,pypi,,dayoffs,0.0.1,py3-none-any-whl,16,8.045898438,,,benign
equests_2.27.1_tar-gz,pypi,,equests,2.27.1,tar-gz,48,399.0,"['pathlib.Path.home', 'linux_install_repka', 'subprocess.Popen', 'urllib.request.urlopen']",linux,malicious
py-infostring-6.32,pypi,,py-infostring,6.32,py-infostring-6.32,1,0.004137039,"['subprocess.Popen', 'open(']",command_execution,malicious
pythonarg_1.1_tar-gz,pypi,,pythonarg,1.1,tar-gz,9,2.490234375,"['urllib.request.urlopen', 'tempfile.NamedTemporaryFile', 'response.read', 'tmp_file.write', 'subprocess.call']",global,malicious
tprandomsplit-7.25,pypi,,tprandomsplit,7.25,tprandomsplit-7.25,1,0.004149437,"['subprocess.Popen', 'open(']",command_execution,malicious
predacons_0.0.1_py3-none-any-whl,pypi,,predacons,0.0.1,py3-none-any-whl,8,2.999023438,,,benign
selfencodegame-9.9,pypi,,selfencodegame,9.9,selfencodegame-9.9,1,0.004155159,"['subprocess.Popen', 'open(']",command_execution,malicious
pansi_2020.7.3_tar-gz,pypi,,pansi,2020.7.3,tar-gz,17,46.76757813,,,benign
libccreplacemask-8.41,pypi,,libccreplacemask,8.41,libccreplacemask-8.41,1,0.004192352,"['subprocess.Popen', 'open(']",command_execution,malicious
